Date,VIX_Close,dVIX,SPX_AdjClose,dSPX,VXX_AdjClose,dVXX
2025-01-03,16.13,-0.10039040713887348,5942.47,0.012595956411720177,44.1,-0.05849701110162253
2025-01-06,16.04,-0.0055796652200867936,5975.38,0.005538101159955344,43.9,-0.0045351473922903285
2025-01-07,17.82,0.11097256857855364,5909.03,-0.011103896321238205,46.41,0.05717539863325727
2025-01-08,17.7,-0.006734006734006814,5918.25,0.0015603237756451893,46.34,-0.0015082956259425684
2025-01-10,19.54,0.10395480225988707,5827.04,-0.01541165040341319,49.45,0.06711264566249464
2025-01-13,19.19,-0.017911975435005,5836.22,0.0015754139322881056,48.52,-0.018806875631951492
2025-01-14,18.71,-0.025013027618551398,5842.91,0.001146289893115604,47.42,-0.022671063478977738
2025-01-15,16.12,-0.13842864778193475,5949.91,0.018312792769356268,43.55,-0.08161113454238722
2025-01-16,16.6,0.02977667493796532,5937.34,-0.002112636997870454,43.62,0.0016073478760045834
2025-01-17,15.97,-0.03795180722891567,5996.66,0.009991006073426734,43.96,0.007794589637780902
2025-01-21,15.06,-0.0569818409517846,6049.24,0.00876821430596375,42.11,-0.042083712465878054
2025-01-22,15.1,0.0026560424966799445,6086.37,0.006137961132307579,42.75,0.015198290192353303
2025-01-23,15.02,-0.005298013245033095,6118.71,0.00531351199483443,41.93,-0.019181286549707632
2025-01-24,14.85,-0.011318242343541951,6101.24,-0.0028551769899211044,41.74,-0.0045313617934652495
2025-01-27,17.9,0.20538720538720523,6012.28,-0.0145806426234667,44.49,0.06588404408241488
2025-01-28,16.41,-0.08324022346368709,6067.7,0.009217800900823026,43.02,-0.03304113283884014
2025-01-29,16.56,0.009140767824497242,6039.31,-0.004678873378710091,42.91,-0.002556950255695134
2025-01-30,15.84,-0.04347826086956519,6071.17,0.0052754370946348494,42.68,-0.005360055931018293
2025-01-31,16.43,0.037247474747474696,6040.53,-0.005046803169735048,44.12,0.03373945641986875
2025-02-03,18.62,0.1332927571515521,5994.57,-0.007608603880785325,45.07,0.02153218495013598
2025-02-04,17.21,-0.07572502685284643,6037.88,0.007224871842350655,43.69,-0.030619037053472464
2025-02-05,15.77,-0.08367228355607215,6061.48,0.003908656680821743,42.8,-0.02037079423208976
2025-02-06,15.5,-0.017121116043119833,6083.57,0.00364432448840879,42.53,-0.00630841121495318
2025-02-07,16.54,0.06709677419354843,6025.99,-0.009464837258386094,43.96,0.03362332471196794
2025-02-10,15.81,-0.04413542926239411,6066.44,0.006712589964470439,42.85,-0.025250227479526877
2025-02-11,16.02,0.013282732447817747,6068.5,0.00033957312690802155,42.9,0.001166861143523823
2025-02-12,15.89,-0.00811485642946308,6051.97,-0.002723902117491961,42.87,-0.0006993006993006867
2025-02-13,15.1,-0.049716803020767864,6115.07,0.010426357037460532,42.06,-0.018894331700489708
2025-02-14,14.77,-0.021854304635761546,6114.63,-7.195338728738232e-05,42.0,-0.0014265335235378318
2025-02-18,15.35,0.039268788083953954,6129.58,0.0024449557863681637,41.8,-0.004761904761904856
2025-02-19,15.27,-0.005211726384364845,6144.15,0.002376998097748828,41.27,-0.012679425837320402
2025-02-20,15.66,0.025540275049116046,6117.52,-0.004334204080303938,41.49,0.005330748727889523
2025-02-21,18.21,0.16283524904214564,6013.13,-0.0170641044083224,44.33,0.06845022897083619
2025-02-24,18.98,0.04228445908841283,5983.25,-0.0049691258961639395,44.7,0.008346492217460089
2025-02-25,19.43,0.023709167544784027,5955.25,-0.004679730915472358,45.14,0.009843400447427264
2025-02-26,19.1,-0.016984045290787342,5956.06,0.0001360144410393893,44.1,-0.023039432875498478
2025-02-27,21.13,0.1062827225130889,5861.57,-0.01586451446090209,46.57,0.056009070294784635
2025-02-28,19.63,-0.07098911500236627,5954.5,0.015854114170776867,45.83,-0.015890057977238636
2025-03-03,22.78,0.1604686704024454,5849.72,-0.017596775547904953,49.29,0.0754963997381628
2025-03-04,23.51,0.03204565408252846,5778.15,-0.012234773630190987,50.59,0.02637451815784142
2025-03-05,21.93,-0.06720544449170573,5842.63,0.011159281084776262,48.45,-0.042300849970349885
2025-03-06,24.87,0.1340629274965801,5738.52,-0.017819030128555013,53.73,0.1089783281733745
2025-03-07,23.37,-0.06031363088057906,5770.2,0.005520587189728143,51.23,-0.04652894100130278
2025-03-10,27.86,0.19212665810868623,5614.56,-0.026973068524487775,56.48,0.1024790162014444
2025-03-11,26.92,-0.033740129217516124,5572.07,-0.007567823658488071,56.94,0.008144475920679906
2025-03-12,24.23,-0.09992570579494808,5599.3,0.004886873280486537,53.97,-0.05216016859852479
2025-03-13,24.66,0.017746595130004206,5521.52,-0.013891022092047178,56.28,0.04280155642023353
2025-03-14,21.77,-0.11719383617193835,5638.94,0.021265883307494793,51.53,-0.0843994314143568
2025-03-17,20.51,-0.05787781350482302,5675.12,0.006416099479689574,49.51,-0.03920046574810798
2025-03-18,21.7,0.058020477815699634,5614.66,-0.010653519220738983,50.8,0.02605534235507978
2025-03-19,19.9,-0.08294930875576045,5675.29,0.010798516740105457,49.18,-0.03188976377952746
2025-03-20,19.8,-0.005025125628140614,5662.89,-0.002184910374623983,48.33,-0.01728344855632369
2025-03-21,19.28,-0.02626262626262621,5667.56,0.0008246672635350283,48.1,-0.004758948893027082
2025-03-24,17.48,-0.09336099585062241,5767.57,0.017646041682840563,45.45,-0.05509355509355507
2025-03-25,17.15,-0.018878718535469186,5776.65,0.0015743198608773046,45.8,0.007700770077007535
2025-03-26,18.33,0.06880466472303204,5712.2,-0.01115698545004451,46.94,0.024890829694323102
2025-03-27,18.69,0.019639934533551617,5693.31,-0.0033069570393192693,47.18,0.005112910097997414
2025-03-28,21.65,0.15837346174424805,5580.94,-0.019737200328104554,51.42,0.08986858838490885
2025-03-31,22.28,0.029099307159353494,5611.85,0.0055384935154294546,51.47,0.0009723842862698895
2025-04-01,21.77,-0.02289048473967692,5633.07,0.003781284246727745,51.48,0.00019428793471920613
2025-04-02,21.51,-0.011943040881947531,5670.97,0.006728125160880394,50.09,-0.027000777000776854
2025-04-03,30.02,0.39562993956299386,5396.52,-0.04839560075260485,62.49,0.24755440207626278
2025-04-04,45.31,0.5093271152564958,5074.08,-0.05974961641947041,74.85,0.19779164666346594
2025-04-07,46.98,0.0368572059148089,5062.25,-0.0023314571311449095,74.35,-0.006680026720106924
2025-04-08,52.33,0.11387824606215413,4982.77,-0.015700528421156545,85.42,0.14889038332212512
2025-04-09,33.62,-0.357538696732276,5456.9,0.09515390034057347,67.79,-0.2063919456801685
2025-04-10,40.72,0.21118381915526485,5268.05,-0.034607561069471604,79.2,0.1683139106062841
2025-04-11,37.56,-0.07760314341846752,5363.36,0.018092083408471682,77.12,-0.02626262626262621
2025-04-14,30.89,-0.1775825346112886,5405.97,0.007944646639420183,68.03,-0.11786825726141081
2025-04-15,30.12,-0.024927160893493006,5396.63,-0.0017277195396940837,68.32,0.004262825224165656
2025-04-16,32.64,0.08366533864541825,5275.7,-0.022408428964001637,73.36,0.07377049180327888
2025-04-17,29.65,-0.09160539215686281,5282.7,0.0013268381447011368,71.34,-0.02753544165757904
2025-04-21,33.82,0.14064080944350765,5158.2,-0.023567493895167213,76.52,0.07261003644519204
2025-04-22,30.57,-0.0960969840331165,5287.76,0.02511728897677501,70.94,-0.07292211186617881
2025-04-23,28.45,-0.06934903500163558,5375.86,0.016661119264111734,68.38,-0.03608683394417822
2025-04-24,26.47,-0.06959578207381367,5484.77,0.02025908412793509,65.86,-0.0368528809593448
2025-04-25,24.84,-0.06157914620324889,5525.21,0.007373144179245283,63.34,-0.038262982083206776
2025-04-28,25.15,0.012479871175523405,5528.75,0.0006406996295162948,63.68,0.005367856015156214
2025-04-29,24.17,-0.0389662027833001,5560.83,0.0058023965634184105,63.02,-0.010364321608040128
2025-04-30,24.7,0.021928009929664816,5569.06,0.0014799948928487794,64.64,0.025706125039669958
2025-05-01,24.6,-0.004048582995951344,5604.14,0.006299088176460632,63.42,-0.018873762376237613
2025-05-02,22.68,-0.07804878048780495,5686.67,0.014726612825518126,61.01,-0.03800063071586257
2025-05-05,23.64,0.042328042328042326,5650.38,-0.0063815906321273985,62.13,0.018357646287493923
2025-05-06,24.76,0.04737732656514382,5606.91,-0.007693287885062627,64.55,0.03895058747786884
2025-05-07,23.55,-0.048869143780290836,5631.28,0.004346422539330819,62.83,-0.026646010844306733
2025-05-08,22.48,-0.0454352441613588,5663.94,0.005799747126763233,60.44,-0.0380391532707306
2025-05-09,21.9,-0.025800711743772298,5659.91,-0.0007115188367108338,59.95,-0.008107213765717991
2025-05-12,18.39,-0.16027397260273968,5844.19,0.03255882160670387,52.17,-0.12977481234361965
2025-05-13,18.22,-0.009244154431756524,5886.55,0.007248224304822415,51.82,-0.006708836496070569
2025-05-14,18.62,0.021953896816685026,5892.58,0.001024369112638146,52.94,0.021613276727132424
2025-05-15,17.83,-0.04242749731471551,5916.93,0.004132315556174104,52.07,-0.0164336985266339
2025-05-16,17.24,-0.033090297251822776,5958.38,0.0070053220166539365,51.83,-0.004609179950067266
2025-05-19,18.14,0.05220417633410679,5963.6,0.000876077054501545,52.47,0.012348060968551122
2025-05-20,18.09,-0.002756339581036382,5940.46,-0.0038802065866255786,52.09,-0.007242233657327901
2025-05-21,20.87,0.15367606412382528,5844.61,-0.016135114115741978,55.66,0.06853522749088103
2025-05-22,20.28,-0.028270244369908992,5842.01,-0.0004448543187653975,55.1,-0.010061085159899341
2025-05-23,22.29,0.09911242603550297,5802.82,-0.006708307585916562,58.79,0.06696914700544454
2025-05-27,18.96,-0.14939434724091516,5921.54,0.020459018201495205,52.88,-0.10052730056131987
2025-05-28,19.31,0.01845991561181415,5888.55,-0.005571185873944895,53.49,0.011535552193645993
2025-05-29,19.18,-0.006732263076126288,5912.17,0.004011174227950942,53.55,0.0011217049915870358
2025-05-30,18.57,-0.031803962460896784,5911.69,-8.118846379590039e-05,53.83,0.005228758169934622
2025-06-02,18.36,-0.011308562197092087,5935.94,0.00410204188649943,53.28,-0.010217350919561552
2025-06-03,17.69,-0.03649237472766875,5970.37,0.005800260784307065,52.11,-0.02195945945945954
2025-06-04,17.61,-0.004522328999434833,5970.81,7.369727504324963e-05,52.02,-0.0017271157167529916
2025-06-05,18.48,0.04940374787052826,5939.3,-0.005277340930292529,53.02,0.01922337562475973
2025-06-06,16.77,-0.09253246753246758,6000.36,0.010280672806559643,50.81,-0.04168238400603552
2025-06-09,17.16,0.023255813953488413,6005.88,0.0009199448033119229,50.32,-0.009643770911238025
2025-06-10,16.95,-0.012237762237762295,6038.81,0.005482960032501483,50.08,-0.004769475357710662
2025-06-11,17.26,0.01828908554572295,6022.24,-0.002743918089822439,50.51,0.008586261980830567
2025-06-12,18.02,0.044032444959443584,6045.26,0.0038224979409655635,51.16,0.0128687388635913
2025-06-13,20.82,0.1553829078801332,5976.97,-0.01129645375054178,55.15,0.07799061767005488
2025-06-16,19.11,-0.08213256484149856,6033.11,0.009392719053299414,51.29,-0.06999093381686305
2025-06-17,21.6,0.1302982731554161,5982.72,-0.008352242873078675,54.22,0.057126145447455645
2025-06-18,20.14,-0.06759259259259265,5980.87,-0.00030922389816012696,52.9,-0.024345260051641504
2025-06-20,20.62,0.02383316782522349,5967.84,-0.002178612810510794,53.46,0.010586011342154977
2025-06-23,19.83,-0.038312318137730506,6025.17,0.009606490790637912,52.79,-0.012532734754956976
2025-06-24,17.48,-0.11850731215330301,6092.18,0.011121677894565751,49.15,-0.06895245311612053
2025-06-25,16.76,-0.041189931350114395,6092.16,-3.282897091061443e-06,48.52,-0.012817904374364142
2025-06-26,16.59,-0.010143198090692196,6141.02,0.008020143922681022,48.41,-0.0022671063478979514
2025-06-27,16.32,-0.016274864376130127,6173.07,0.005219002706390752,48.27,-0.0028919644701506098
2025-06-30,16.73,0.025122549019607865,6204.95,0.0051643671625301035,48.05,-0.00455769629169267
2025-07-01,16.83,0.005977286312014218,6198.01,-0.0011184618731818752,48.04,-0.0002081165452653133
2025-07-02,16.64,-0.01128936423054061,6227.42,0.004745071401949907,47.91,-0.0027060782681099793
2025-07-03,16.38,-0.01562500000000011,6279.35,0.00833892687501403,47.57,-0.00709663953245665
2025-07-07,17.79,0.086080586080586,6229.98,-0.00786227873904155,48.14,0.011982341812066366
2025-07-08,16.81,-0.05508712759977519,6225.52,-0.0007158931489344988,46.85,-0.026796842542584076
2025-07-09,15.94,-0.05175490779298031,6263.26,0.0060621442064277,45.26,-0.03393810032017086
2025-07-10,15.78,-0.010037641154328703,6280.46,0.00274617371784025,44.95,-0.006849315068493067
2025-07-11,16.4,0.03929024081115329,6259.75,-0.0032975291618766445,45.2,0.005561735261401468
2025-07-14,17.2,0.04878048780487809,6268.56,0.0014074044490595128,45.87,0.01482300884955734
2025-07-15,17.38,0.010465116279069653,6243.76,-0.003956251515499609,45.61,-0.005668192718552345
2025-07-16,17.16,-0.012658227848101222,6263.7,0.003193588478737075,45.91,0.006577504933128697
2025-07-17,16.52,-0.037296037296037365,6297.36,0.005373820585277134,45.85,-0.0013069048137659411
2025-07-18,16.41,-0.006658595641646503,6296.79,-9.051412020266714e-05,45.01,-0.018320610687022953
2025-07-21,16.65,0.014625228519195455,6305.6,0.0013991255862113583,44.86,-0.0033325927571650205
2025-07-22,16.5,-0.009009009009008917,6309.62,0.0006375285460542557,44.65,-0.004681230494873012
2025-07-23,15.37,-0.06848484848484848,6358.91,0.007811880905664648,42.81,-0.04120940649496074
2025-07-24,15.39,0.0013012361743658385,6363.35,0.000698232873244109,42.68,-0.003036673674375212
2025-07-25,14.93,-0.029889538661468595,6388.64,0.003974321701619488,42.33,-0.008200562324273686
2025-07-28,15.03,0.006697923643670389,6389.77,0.00017687645570885202,41.15,-0.027876210725253925
2025-07-29,15.98,0.06320691949434476,6370.86,-0.0029594179446209568,42.1,0.023086269744835963
2025-07-30,15.48,-0.03128911138923651,6362.9,-0.001249438851269713,42.39,0.0068883610451306865
2025-07-31,16.72,0.08010335917312661,6339.39,-0.0036948561190650597,42.46,0.0016513328615239686
2025-08-01,20.38,0.21889952153110048,6238.01,-0.01599207494727417,45.91,0.08125294394724447
2025-08-04,17.52,-0.14033366045142293,6329.94,0.01473707159815385,42.92,-0.06512742321934206
2025-08-05,17.85,0.018835616438356295,6299.19,-0.004857865951336082,43.25,0.007688723205964587
2025-08-06,16.77,-0.06050420168067239,6345.06,0.007281888623775545,41.93,-0.030520231213872817
2025-08-07,16.57,-0.011926058437686349,6340.0,-0.0007974707882983934,42.21,0.006677796327211993
2025-08-08,15.15,-0.08569704284852142,6389.45,0.007799684542586727,40.81,-0.03316749585406298
2025-08-11,16.25,0.0726072607260726,6373.45,-0.002504127898332431,41.0,0.0046557216368536825
2025-08-12,14.73,-0.09353846153846146,6445.76,0.011345503612643082,39.3,-0.04146341463414638
2025-08-13,14.49,-0.016293279022403295,6466.58,0.0032300302834731287,39.02,-0.007124681933842081
2025-08-14,14.83,0.02346445824706689,6468.54,0.00030309684562790373,39.18,0.004100461301896452
2025-08-15,15.09,0.017532029669588667,6449.8,-0.0028970988816641174,39.04,-0.0035732516590096797
2025-08-18,14.99,-0.0066269052352551094,6449.15,-0.00010077831870769494,38.1,-0.024077868852458995
2025-08-19,15.57,0.03869246164109397,6411.37,-0.005858136343549147,38.82,0.018897637795275646
2025-08-20,15.69,0.0077071290944121795,6395.78,-0.002431617579394141,38.67,-0.003863987635239541
2025-08-21,16.6,0.05799872530274075,6370.17,-0.00400420277120217,39.27,0.015515903801396558
2025-08-22,14.22,-0.1433734939759036,6466.91,0.01518640789806236,35.98,-0.0837789661319075
2025-08-25,14.79,0.04008438818565385,6439.32,-0.0042663343080389105,36.14,0.004446914952751735
2025-08-26,14.62,-0.011494252873563204,6465.94,0.004133976879546308,35.86,-0.007747648035417831
2025-08-27,14.85,0.015731874145006763,6481.4,0.002390990327779008,36.01,0.004182933630786367
2025-08-28,14.43,-0.028282828282828243,6501.86,0.003156725398833604,35.45,-0.01555123576784212
2025-08-29,15.36,0.06444906444906451,6460.26,-0.0063981691392923645,36.27,0.023131170662905598
2025-09-02,17.17,0.11783854166666674,6415.54,-0.006922322011807647,37.39,0.03087951475048234
2025-09-03,16.35,-0.04775771694816544,6448.26,0.005100116280157385,36.46,-0.02487296068467504
2025-09-04,15.3,-0.06422018348623859,6502.08,0.00834643764364329,35.38,-0.029621503017004835
2025-09-05,15.18,-0.007843137254902044,6481.5,-0.003165141001033489,35.47,0.0025438100621819615
2025-09-08,15.11,-0.00461133069828723,6495.15,0.0021059939828742547,34.81,-0.018607273752466735
2025-09-09,15.04,-0.0046326935804102964,6512.61,0.0026881596267984698,34.64,-0.004883654122378678
2025-09-10,15.35,0.020611702127659504,6532.04,0.0029834428900241683,34.44,-0.005773672055427337
2025-09-11,14.71,-0.04169381107491854,6587.47,0.008485863528086224,33.68,-0.022067363530778095
2025-09-12,14.76,0.003399048266485405,6584.29,-0.0004827346462299431,33.68,0.0
2025-09-15,15.69,0.0630081300813008,6615.28,0.004706657817319604,33.91,0.006828978622327675
2025-09-16,16.36,0.042702358189929956,6606.76,-0.00128792734396721,34.53,0.01828369212621661
2025-09-17,15.72,-0.03911980440097795,6600.35,-0.0009702183823840915,33.32,-0.0350419924703157
2025-09-18,15.7,-0.0012722646310433516,6631.96,0.004789139969850087,33.17,-0.004501800720288052
2025-09-19,15.45,-0.015923566878980888,6664.36,0.004885433567150432,33.18,0.00030147723846840613
2025-09-22,16.1,0.04207119741100329,6693.75,0.004410025868950784,33.8,0.01868595539481599
2025-09-23,16.64,0.03354037267080745,6656.92,-0.005502147525676904,34.2,0.01183431952662728
2025-09-24,16.18,-0.027644230769230838,6637.97,-0.002846661819580154,33.86,-0.009941520467836362
2025-09-25,16.74,0.034610630407911014,6604.72,-0.005009061505249379,34.3,0.012994683992911815
2025-09-26,15.29,-0.08661887694145753,6643.7,0.00590183989631643,32.84,-0.042565597667638344
2025-09-29,16.12,0.05428384565075217,6661.21,0.0026355795716241914,33.27,0.013093788063337275
2025-09-30,16.28,0.00992555831265518,6688.46,0.0040908483593822265,33.16,-0.003306281935677946
2025-10-01,16.29,0.0006142506142505777,6711.2,0.0033998857734067744,32.97,-0.005729794933654886
2025-10-02,16.63,0.020871700429711426,6715.35,0.0006183692931220897,33.44,0.014255383682135303
2025-10-03,16.65,0.0012026458208056479,6715.79,6.552152903416264e-05,33.25,-0.005681818181818121
2025-10-06,16.37,-0.016816816816816682,6740.28,0.0036466298082578064,33.05,-0.006015037593985029
2025-10-07,17.24,0.05314599877825277,6714.59,-0.003811414362608012,33.77,0.021785173978820183
2025-10-08,16.3,-0.054524361948955824,6753.72,0.005827608238179849,33.24,-0.01569440331655314
2025-10-09,16.43,0.00797546012269934,6735.11,-0.002755518440207827,33.23,-0.00030084235860428077
2025-10-10,21.66,0.3183201460742544,6552.51,-0.027111658161485086,37.47,0.12759554619319902
2025-10-13,19.03,-0.12142197599261306,6654.72,0.015598602672868944,34.62,-0.07606084867894325
2025-10-14,20.81,0.09353652128218592,6644.31,-0.0015643032313906735,36.15,0.04419410745233976
2025-10-15,20.64,-0.008169149447381008,6671.06,0.004026001195007511,36.58,0.01189488243430148
2025-10-16,25.31,0.22625968992248047,6629.07,-0.0062943520220175575,39.97,0.09267359212684534
2025-10-17,20.78,-0.178980640063216,6664.01,0.005270724249404557,36.95,-0.0755566675006254
2025-10-20,18.23,-0.12271414821944182,6735.13,0.010672252892777845,33.99,-0.08010825439783498
2025-10-21,17.87,-0.01974766867800326,6735.35,3.266455138950519e-05,33.72,-0.007943512797881858
2025-10-22,18.6,0.04085058757694471,6699.4,-0.005337510300132964,34.25,0.015717674970344042
2025-10-23,17.3,-0.06989247311827962,6738.44,0.005827387527241212,33.47,-0.022773722627737247
2025-10-24,16.37,-0.05375722543352601,6791.69,0.007902422519158847,33.08,-0.01165222587391701
2025-10-27,15.79,-0.0354306658521687,6875.16,0.012290019126314666,32.0,-0.03264812575574361
2025-10-28,16.42,0.03989867004433201,6890.89,0.0022879467532392894,32.93,0.02906249999999999
2025-10-29,16.92,0.030450669914738215,6890.59,-4.353574066628951e-05,33.57,0.019435165502581286
2025-10-30,16.91,-0.0005910165484634966,6822.34,-0.009904812214919234,33.83,0.007745010425975529
2025-10-31,17.44,0.03134240094618579,6840.2,0.0026178701149457417,34.0,0.005025125628140836
2025-11-03,17.17,-0.015481651376146766,6851.97,0.0017207099207625642,33.68,-0.009411764705882342
2025-11-04,19.0,0.10658124635993005,6771.55,-0.011736770592982726,34.89,0.0359263657957245
2025-11-05,18.01,-0.052105263157894655,6796.29,0.0036535209811638936,33.66,-0.0352536543422185
2025-11-06,19.5,0.08273181565796772,6720.32,-0.011178157494750818,34.99,0.03951277480689264
